Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0034949	CAG8697754.1																										
OG0034950	CAG8697805.1																										
OG0034951	CAG8697845.1																										
OG0034952	CAG8697911.1																										
OG0034953	CAG8697962.1																										
OG0034954	CAG8698082.1																										
OG0034955	CAG8698095.1																										
OG0034956	CAG8698147.1																										
OG0034957	CAG8698159.1																										
OG0034958	CAG8698191.1																										
OG0034959	CAG8698207.1																										
OG0034960	CAG8698255.1																										
OG0034961	CAG8698300.1																										
OG0034962	CAG8698313.1																										
OG0034963	CAG8698336.1																										
OG0034964	CAG8698367.1																										
OG0034965	CAG8698379.1																										
OG0034966	CAG8698423.1																										
OG0034967	CAG8698556.1																										
OG0034968	CAG8698583.1																										
OG0034969	CAG8698610.1																										
OG0034970	CAG8698619.1																										
OG0034971	CAG8698687.1																										
OG0034972	CAG8698700.1																										
OG0034973	CAG8698716.1																										
OG0034974	CAG8698734.1																										
OG0034975	CAG8698805.1																										
OG0034976	CAG8698874.1																										
OG0034977	CAG8698897.1																										
OG0034978	CAG8698949.1																										
OG0034979	CAG8699014.1																										
OG0034980	CAG8699104.1																										
OG0034981	CAG8699267.1																										
OG0034982	CAG8699292.1																										
OG0034983	CAG8699347.1																										
OG0034984	CAG8699383.1																										
OG0034985	CAG8699398.1																										
OG0034986	CAG8699411.1																										
OG0034987	CAG8699773.1																										
OG0034988	CAG8699808.1																										
OG0034989	CAG8699942.1																										
OG0034990	CAG8699954.1																										
OG0034991	CAG8699973.1																										
OG0034992	CAG8700061.1																										
OG0034993	CAG8700116.1																										
OG0034994	CAG8700140.1																										
OG0034995	CAG8700222.1																										
OG0034996	CAG8700301.1																										
OG0034997	CAG8700316.1																										
OG0034998	CAG8700567.1																										
OG0034999	CAG8700653.1																										
OG0035000	CAG8700784.1																										
OG0035001	CAG8700791.1																										
OG0035002	CAG8700838.1																										
OG0035003	CAG8700880.1																										
OG0035004	CAG8701086.1																										
OG0035005	CAG8701140.1																										
OG0035006	CAG8701148.1																										
OG0035007	CAG8701163.1																										
OG0035008	CAG8701200.1																										
OG0035009	CAG8701300.1																										
OG0035010	CAG8701312.1																										
OG0035011	CAG8701344.1																										
OG0035012	CAG8701425.1																										
OG0035013	CAG8701442.1																										
OG0035014	CAG8701456.1																										
OG0035015	CAG8701474.1																										
OG0035016	CAG8701486.1																										
OG0035017	CAG8701553.1																										
OG0035018	CAG8701587.1																										
OG0035019	CAG8701599.1																										
OG0035020	CAG8701616.1																										
OG0035021	CAG8701636.1																										
OG0035022	CAG8701648.1																										
OG0035023	CAG8701779.1																										
OG0035024	CAG8701794.1																										
OG0035025	CAG8701903.1																										
OG0035026	CAG8701932.1																										
OG0035027	CAG8701991.1																										
OG0035028	CAG8702001.1																										
OG0035029	CAG8702012.1																										
OG0035030	CAG8702099.1																										
OG0035031	CAG8702107.1																										
OG0035032	CAG8702206.1																										
OG0035033	CAG8702232.1																										
OG0035034	CAG8702242.1																										
OG0035035	CAG8702279.1																										
OG0035036	CAG8702425.1																										
OG0035037	CAG8702459.1																										
OG0035038	CAG8702504.1																										
OG0035039	CAG8702518.1																										
OG0035040	CAG8702605.1																										
OG0035041	CAG8702724.1																										
OG0035042	CAG8702800.1																										
OG0035043	CAG8702840.1																										
OG0035044	CAG8702868.1																										
OG0035045	CAG8702938.1																										
OG0035046	CAG8703005.1																										
OG0035047	CAG8703089.1																										
OG0035048	CAG8703170.1																										
OG0035049	CAG8703343.1																										
OG0035050	CAG8703354.1																										
